TIMESTAMP,Pyrh1_Wm2_Avg,Pyrad1_Wm2_Avg,Pyra1_Wm2_Avg,Pyrg1_Wm2_Avg,UVA_Wm2_Avg,UVB_Wm2_Avg,Pyrg1_downwell_Wm2_Avg,RECORD,SolarTime_hr,SolarTime_hr_Med,SolarZenith_deg_Avg,SolarAzFromSouth_deg_Avg,Declination_deg_Avg,AirMass_Avg,CR1000Temp_C_Avg,DoorOpen_Min,RainTB_mm_Tot,Vent2_rpm_Avg,Pyrh1temp_C_Avg,Pyrg1temp_C_Avg,Pyra1temp_C_Avg,UVBtemp_C_Avg,RefCell1_Wm2_Avg,RefCell2_Wm2_Avg,RefCell3_Wm2_Avg,RefCell4_Wm2_Avg,RefCell5_Wm2_Avg,RefCell6_Wm2_Avg,WindSpeedAve_ms,WindDirAve_deg,WindDirStdDev_deg,WindSpeed_ms_Max,AirTemp_C_Avg,RelHumid_Avg,AirPres_kPa_Avg,Rain_mm_Tot,Hail_hitssqrcm_Tot,SixInOneRef_V_Min,SixInOneHeatStateID_Avg,WindValid_Avg,Battery_V_Min,Battery_A_Avg,Load_A_Avg,ChgState_Min,ChgSource_Min,CkBatt_Max,Qloss_Ah_Max,RelayState_Min
2015-07-01 00:00:00-05:00,0.37440565,-0.3571939,-5.363439,-30.52503,-0.027442485,-0.012314606,399.57562,9625,23.79,23.78,117.6,176.6,23.13,,35.4,0.0,0.0,2521.0,20.5,21.78,21.49,56.04,-0.459,-0.235,-0.336,-0.258,0.024,-0.489,6.072,283.7,13.74,7.9,20.9,72.1,99.03333,0.02,0.0,3.495,2.0,-1.0,13.15,0.006,2.077,3.0,1.0,0.0,0.001,11
2015-07-01 00:01:00-05:00,0.37440565,-0.3571939,-5.363439,-31.33903,-0.027442485,-0.01202809,398.3367,9626,23.81,23.8,117.7,176.9,23.13,,35.4,0.0,0.0,2521.0,20.39,21.71,21.43,56.02,-0.469,-0.234,-0.355,-0.27,0.02,-0.488,5.612,283.7,11.1,7.7,20.9,72.78,99.05317,0.0,0.0,3.495,2.0,-1.0,13.15,0.006,2.077,3.0,1.0,0.0,0.0,11
2015-07-01 00:02:00-05:00,0.37440565,-0.3571939,-5.575853,-31.74603,-0.027442485,-0.012376405,397.57178,9627,23.82,23.81,117.7,177.1,23.13,,35.4,0.0,0.0,2522.0,20.25,21.65,21.36,55.98,-0.467,-0.231,-0.344,-0.278,0.023,-0.488,4.575,274.1,13.68,6.4,20.89,73.5,99.07433,0.03,0.0,3.495,2.0,-1.0,13.15,0.031,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:03:00-05:00,0.37440565,-0.47625852,-5.788266,-31.135529,-0.030640667,-0.012185393,397.7286,9628,23.84,23.83,117.7,177.4,23.13,,35.4,0.0,0.0,2522.0,20.1,21.57,21.28,55.93,-0.47,-0.233,-0.352,-0.256,0.021,-0.487,4.103,260.8,12.0,5.6,20.8,74.25,99.09349,0.03,0.0,3.495,2.0,-1.0,13.15,0.01,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:04:00-05:00,0.37440565,-0.8334524,-6.0006795,-31.33903,-0.028267821,-0.011808989,396.99722,9629,23.86,23.85,117.7,177.6,23.13,,35.4,0.0,0.0,2522.0,19.91,21.48,21.18,55.87,-0.459,-0.233,-0.355,-0.26,0.03,-0.487,3.747,259.1,20.85,6.2,20.76,74.97,99.113,0.08,0.0,3.495,2.0,-1.0,13.15,0.011,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:05:00-05:00,0.37440565,-0.8334524,-5.788266,-31.949532,-0.027442485,-0.012095506,395.79303,9630,23.87,23.86,117.7,177.9,23.13,,35.4,0.0,0.1,2521.0,19.69,21.38,21.08,55.79,-0.462,-0.235,-0.362,-0.28,0.019,-0.489,3.915,251.8,15.07,6.0,20.7,76.3,99.13,0.14,0.0,3.495,2.0,-1.0,13.15,-0.014,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:06:00-05:00,0.6240094,-0.8334524,-5.6820593,-31.33903,-0.027132984,-0.0116516845,395.77676,9631,23.89,23.88,117.7,178.1,23.13,,35.4,0.0,0.0,2521.0,19.46,21.27,20.96,55.69,-0.474,-0.239,-0.351,-0.264,0.017,-0.491,4.28,251.2,15.87,5.9,20.58,76.96,99.14034,0.07,0.0,3.495,2.0,-1.0,13.15,0.003,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:07:00-05:00,0.8736132,-0.7143878,-5.363439,-31.33903,-0.02682348,-0.01108427,395.1387,9632,23.91,23.9,117.7,178.4,23.13,,35.4,0.0,0.0,2521.0,19.26,21.16,20.84,55.56,-0.479,-0.239,-0.366,-0.279,0.028,-0.493,4.432,240.7,11.83,6.2,20.44,78.31,99.14683,0.08,0.0,3.495,2.0,-1.0,13.15,0.005,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:08:00-05:00,0.7488113,-0.59532315,-5.363439,-31.135529,-0.028886827,-0.011808989,394.94043,9633,23.92,23.91,117.7,178.7,23.13,,35.4,0.0,0.1,2521.0,19.1,21.09,20.73,55.43,-0.475,-0.242,-0.348,-0.278,0.014,-0.495,3.743,246.3,16.29,5.9,20.29,79.34,99.14983,0.03,0.0,3.494,2.0,-1.0,13.15,0.006,2.078,3.0,1.0,0.0,0.0,11
2015-07-01 00:09:00-05:00,0.37440565,-0.59532315,-5.151026,-31.74603,-0.025894975,-0.010803371,393.91226,9634,23.94,23.93,117.7,178.9,23.13,,35.4,0.0,0.0,2521.0,18.99,21.02,20.63,55.3,-0.457,-0.239,-0.357,-0.264,0.016,-0.493,4.518,241.9,12.11,6.4,20.14,80.2,99.14867,0.02,0.0,3.495,2.0,-1.0,13.15,0.007,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:10:00-05:00,0.37440565,-0.59532315,-5.044819,-30.32153,-0.027132984,-0.010926967,394.8445,9635,23.96,23.95,117.7,179.2,23.13,,35.4,0.0,0.0,2524.0,18.9,20.93,20.54,55.18,-0.465,-0.238,-0.357,-0.291,0.025,-0.492,4.712,233.7,15.05,7.2,20.02,81.1,99.14183,0.05,0.0,3.494,2.0,-0.95,13.15,0.06,2.083,3.0,1.0,0.0,0.0,11
2015-07-01 00:11:00-05:00,0.37440565,-0.47625852,-5.044819,-29.71103,-0.02682348,-0.011337078,395.00467,9636,23.97,23.96,117.7,179.4,23.13,,35.4,0.0,0.1,2521.0,18.83,20.85,20.47,55.07,-0.484,-0.239,-0.376,-0.277,0.014,-0.497,3.695,235.2,16.47,5.9,19.9,81.5,99.1335,0.06,0.0,3.495,2.0,-0.983,13.15,-0.032,2.08,3.0,1.0,0.0,0.001,11
2015-07-01 00:12:00-05:00,0.37440565,-0.47625852,-5.044819,-30.118029,-0.026204478,-0.009634832,394.06955,9637,23.99,23.98,117.7,179.7,23.13,,35.4,0.0,0.0,2521.0,18.76,20.76,20.39,54.98,-0.483,-0.241,-0.368,-0.29,0.021,-0.495,4.567,237.3,10.73,7.7,19.8,82.1,99.12316,0.03,0.0,3.494,2.0,-1.0,13.15,0.0,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:13:00-05:00,0.37440565,-0.3571939,-4.9386125,-29.507528,-0.023006294,-0.010297753,394.2303,9638,0.006,23.99,117.7,47.97,23.13,,35.4,0.0,0.1,2522.0,18.72,20.68,20.32,54.89,-0.491,-0.244,-0.354,-0.271,0.011,-0.498,4.968,239.1,11.8,7.0,19.76,82.0,99.117,0.1,0.0,3.495,2.0,-1.0,13.15,0.004,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:14:00-05:00,0.37440565,-0.3571939,-4.832406,-28.897028,-0.027132984,-0.009668539,394.39157,9639,0.023,0.015,117.7,-179.8,23.13,,35.4,0.0,0.0,2521.0,18.67,20.6,20.26,54.8,-0.479,-0.244,-0.356,-0.273,0.01,-0.498,4.432,234.0,11.8,6.5,19.7,82.1,99.10966,0.16,0.0,3.495,2.0,-1.0,13.15,0.005,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:15:00-05:00,0.37440565,-0.3571939,-4.619992,-27.879526,-0.02795832,-0.009005618,394.9683,9640,0.039,0.031,117.7,-179.5,23.13,,35.4,0.0,0.1,2521.0,18.63,20.52,20.2,54.73,-0.483,-0.241,-0.368,-0.273,0.013,-0.495,4.192,233.7,17.5,8.1,19.7,82.5,99.10867,0.07,0.0,3.495,2.0,-0.983,13.15,0.006,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:16:00-05:00,0.37440565,-0.3571939,-4.619992,-28.083027,-0.026513979,-0.008567415,394.30005,9641,0.056,0.048,117.7,-179.3,23.13,,35.4,0.0,0.0,2521.0,18.6,20.44,20.14,54.66,-0.476,-0.241,-0.368,-0.285,0.018,-0.495,4.822,235.2,11.7,6.7,19.7,82.7,99.10983,0.07,0.0,3.495,2.0,-1.0,13.15,0.006,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:17:00-05:00,0.37440565,-0.3571939,-4.5137854,-27.269028,-0.024450636,-0.008348314,394.7849,9642,0.073,0.065,117.7,-179.0,23.13,,35.4,0.0,0.1,2522.0,18.59,20.38,20.08,54.59,-0.481,-0.233,-0.354,-0.284,0.021,-0.49,5.018,231.1,15.01,7.7,19.62,82.9,99.10883,0.07,0.0,3.494,2.0,-0.983,13.15,0.005,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:18:00-05:00,0.24960376,-0.3571939,-4.301372,-25.844526,-0.03208501,-0.006202247,395.89282,9643,0.089,0.081,117.7,-178.7,23.13,,35.4,0.0,0.0,2521.0,18.56,20.32,20.02,54.53,-0.46,-0.223,-0.352,-0.272,0.059,-0.488,4.442,220.0,13.27,6.3,19.6,83.3,99.108,0.05,0.0,3.495,2.0,-1.0,13.15,0.007,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:19:00-05:00,0.0,-0.3571939,-4.0889587,-25.234024,-0.027132984,-0.008567415,396.2854,9644,0.106,0.098,117.7,-178.5,23.13,,35.4,0.0,0.1,2522.0,18.55,20.28,19.97,54.49,-0.475,-0.238,-0.356,-0.291,0.017,-0.492,4.252,224.4,14.67,5.6,19.6,83.2,99.1075,0.03,0.0,3.494,2.0,-1.0,13.15,0.007,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:20:00-05:00,0.0,-0.3571939,-3.982752,-24.216524,-0.027132984,-0.00894382,397.03583,9645,0.123,0.115,117.7,-178.2,23.13,,35.4,0.0,0.0,2521.0,18.55,20.23,19.93,54.45,-0.471,-0.238,-0.369,-0.28,0.016,-0.492,4.148,222.4,10.83,6.0,19.6,83.5,99.10916,0.11,0.0,3.495,2.0,-1.0,13.15,0.007,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:21:00-05:00,0.0,-0.3571939,-3.982752,-23.809523,-0.028886827,-0.008910112,397.1636,9646,0.139,0.131,117.7,-178.0,23.13,,35.4,0.0,0.1,2524.0,18.55,20.18,19.89,54.43,-0.463,-0.241,-0.376,-0.277,0.013,-0.495,3.795,211.2,14.03,6.3,19.6,83.9,99.10999,0.06,0.0,3.495,2.0,-1.0,13.15,0.061,2.082,3.0,1.0,0.0,0.0,11
2015-07-01 00:22:00-05:00,0.0,-0.3571939,-3.982752,-23.809523,-0.023934798,-0.00894382,396.87665,9647,0.156,0.148,117.7,-177.7,23.13,,35.39,0.0,0.0,2524.0,18.55,20.13,19.86,54.4,-0.481,-0.241,-0.364,-0.28,0.013,-0.498,4.007,211.9,9.7,6.5,19.56,84.1,99.10999,0.04,0.0,3.494,2.0,-1.0,13.15,0.01,2.085,3.0,1.0,0.0,0.0,11
2015-07-01 00:23:00-05:00,0.0,-0.3571939,-3.982752,-23.199022,-0.02795832,-0.008848315,397.3272,9648,0.173,0.165,117.7,-177.4,23.13,,35.39,0.0,0.0,2521.0,18.55,20.1,19.82,54.38,-0.485,-0.244,-0.343,-0.282,0.011,-0.498,3.682,195.5,14.5,6.3,19.5,84.8,99.10667,0.04,0.0,3.495,2.0,-1.0,13.15,-0.026,2.078,3.0,1.0,0.0,0.001,11
2015-07-01 00:24:00-05:00,0.0,-0.3571939,-3.982752,-22.792023,-0.026204478,-0.008882022,397.62744,9649,0.189,0.181,117.7,-177.2,23.13,,35.39,0.0,0.0,2521.0,18.58,20.08,19.81,54.37,-0.482,-0.243,-0.37,-0.285,0.012,-0.497,2.868,208.6,21.16,3.9,19.5,85.4,99.10099,0.02,0.0,3.495,2.0,-1.0,13.15,-0.001,2.078,3.0,1.0,0.0,0.001,11
2015-07-01 00:25:00-05:00,0.0,-0.3571939,-3.982752,-22.792023,-0.028267821,-0.00894382,397.45538,9650,0.206,0.198,117.7,-176.9,23.12,,35.39,0.0,0.1,2520.0,18.6,20.05,19.81,54.37,-0.486,-0.243,-0.368,-0.285,0.018,-0.495,4.297,183.6,11.85,6.1,19.5,85.0,99.10233,0.02,0.0,3.494,2.0,-1.0,13.15,0.003,2.078,3.0,1.0,0.0,0.001,11
2015-07-01 00:26:00-05:00,0.0,-0.3571939,-3.982752,-22.18152,-0.027132984,-0.008662921,398.02072,9651,0.223,0.215,117.7,-176.7,23.12,,35.39,0.0,0.0,2521.0,18.6,20.04,19.8,54.37,-0.492,-0.242,-0.364,-0.278,0.013,-0.496,3.692,197.7,10.32,5.4,19.5,85.1,99.11283,0.02,0.0,3.495,2.0,-1.0,13.15,0.004,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:27:00-05:00,0.0,-0.3571939,-3.982752,-21.978022,-0.025894975,-0.009073034,397.9415,9652,0.239,0.231,117.6,-176.4,23.12,,35.37,0.0,0.0,2521.0,18.61,19.99,19.78,54.38,-0.485,-0.243,-0.37,-0.288,0.011,-0.498,3.923,189.8,11.04,5.4,19.43,85.3,99.11966,0.03,0.0,3.496,2.0,-1.0,13.15,0.005,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:28:00-05:00,0.0,-0.3571939,-3.982752,-22.18152,-0.02795832,-0.009039326,397.73395,9653,0.256,0.248,117.6,-176.1,23.12,,35.36,0.0,0.0,2524.0,18.6,19.99,19.77,54.39,-0.479,-0.238,-0.35,-0.274,0.012,-0.494,4.148,188.1,12.03,6.1,19.4,85.7,99.12882,0.02,0.0,3.495,2.0,-1.0,13.15,0.044,2.081,3.0,1.0,0.0,0.001,11
2015-07-01 00:29:00-05:00,0.0,-0.3571939,-3.982752,-22.18152,-0.02682348,-0.009005618,397.50485,9654,0.273,0.265,117.6,-175.9,23.12,,35.36,0.0,0.1,2523.0,18.63,19.95,19.76,54.4,-0.477,-0.235,-0.362,-0.286,0.019,-0.49,4.127,193.7,12.6,6.1,19.4,86.0,99.13,0.04,0.0,3.494,2.0,-1.0,13.15,-0.01,2.082,3.0,1.0,0.0,0.001,11
2015-07-01 00:30:00-05:00,0.0,-0.3571939,-3.982752,-22.18152,-0.02795832,-0.008314607,397.44757,9655,0.289,0.281,117.6,-175.6,23.12,,35.36,0.0,0.0,2521.0,18.64,19.94,19.76,54.4,-0.476,-0.235,-0.362,-0.264,0.026,-0.489,4.005,188.9,14.13,5.8,19.4,86.4,99.13049,0.03,0.0,3.494,2.0,-1.0,13.15,-0.006,2.078,3.0,1.0,0.0,0.001,11
2015-07-01 00:31:00-05:00,0.0,-0.3571939,-3.982752,-22.385021,-0.02506964,-0.009039326,397.12555,9656,0.306,0.298,117.6,-175.4,23.12,,35.36,0.0,0.0,2521.0,18.66,19.92,19.76,54.4,-0.467,-0.234,-0.351,-0.266,0.02,-0.488,4.545,194.6,12.02,6.2,19.34,86.6,99.1385,0.03,0.0,3.495,2.0,-1.0,13.15,0.002,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:32:00-05:00,0.0,-0.3571939,-3.982752,-22.792023,-0.026513979,-0.008820225,396.53854,9657,0.323,0.314,117.6,-175.1,23.12,,35.36,0.0,0.1,2521.0,18.66,19.89,19.76,54.4,-0.475,-0.233,-0.356,-0.263,0.021,-0.488,4.277,192.5,14.41,6.8,19.3,86.6,99.13966,0.02,0.0,3.492,2.0,-1.0,13.15,0.004,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:33:00-05:00,0.0,-0.3571939,-3.982752,-22.588522,-0.028577326,-0.009162921,396.74606,9658,0.339,0.331,117.6,-174.8,23.12,,35.36,0.0,0.0,2521.0,18.66,19.89,19.76,54.42,-0.47,-0.233,-0.343,-0.271,0.023,-0.487,4.022,191.6,11.85,6.0,19.3,86.6,99.14,0.03,0.0,3.495,2.0,-1.0,13.15,0.005,2.079,3.0,1.0,0.0,0.001,11
2015-07-01 00:34:00-05:00,0.0,-0.3571939,-3.982752,-21.77452,-0.027132984,-0.008786517,397.5761,9659,0.356,0.348,117.5,-174.6,23.12,,35.36,0.0,0.0,2521.0,18.66,19.89,19.76,54.42,-0.464,-0.229,-0.356,-0.27,0.031,-0.484,4.307,185.9,12.66,6.9,19.3,86.6,99.14034,0.03,0.0,3.495,2.0,-0.983,13.15,0.006,2.078,3.0,1.0,0.0,0.001,11
2015-07-01 00:35:00-05:00,0.0,-0.3571939,-3.982752,-21.77452,-0.027442485,-0.00938764,397.5761,9660,0.373,0.365,117.5,-174.3,23.12,,35.36,0.0,0.0,2522.0,18.68,19.89,19.76,54.42,-0.464,-0.227,-0.365,-0.265,0.031,-0.481,6.102,191.6,9.07,7.5,19.38,86.4,99.14767,0.06,0.0,3.495,2.0,-1.0,13.15,0.022,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:36:00-05:00,0.0,-0.23812926,-3.982752,-21.978022,-0.02011761,-0.009073034,397.19705,9661,0.389,0.381,117.5,-174.1,23.12,,35.35,0.0,0.1,2521.0,18.68,19.86,19.76,54.42,-0.467,-0.227,-0.337,-0.276,0.027,-0.482,5.115,192.0,9.9,6.5,19.4,86.5,99.15217,0.06,0.0,3.495,2.0,-1.0,13.15,0.001,2.078,3.0,1.0,0.0,0.0,11
2015-07-01 00:37:00-05:00,0.0,-0.3571939,-3.982752,-21.36752,-0.024450636,-0.00941573,397.70505,9662,0.406,0.398,117.5,-173.8,23.12,,35.32,0.0,0.0,2521.0,18.69,19.84,19.76,54.42,-0.471,-0.227,-0.342,-0.276,0.027,-0.482,5.183,187.5,9.21,7.3,19.4,86.7,99.15733,0.08,0.0,3.494,2.0,-1.0,13.15,0.005,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:38:00-05:00,0.0,-0.23812926,-3.982752,-20.96052,-0.026204478,-0.009134832,398.12024,9663,0.423,0.415,117.5,-173.6,23.12,,35.32,0.0,0.0,2521.0,18.71,19.84,19.76,54.42,-0.473,-0.228,-0.35,-0.266,0.027,-0.482,4.818,182.6,15.48,7.7,19.4,86.8,99.15867,0.08,0.0,3.495,2.0,-1.0,13.15,0.006,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:39:00-05:00,0.0,-0.23812926,-3.982752,-20.96052,-0.03610853,-0.009162921,398.12024,9664,0.439,0.431,117.4,-173.3,23.12,,35.32,0.0,0.1,2521.0,18.71,19.84,19.76,54.42,-0.463,-0.228,-0.357,-0.255,0.027,-0.482,4.887,195.5,14.12,6.5,19.4,86.9,99.16,0.06,0.0,3.495,2.0,-1.0,13.15,0.007,2.079,3.0,1.0,0.0,0.0,11
2015-07-01 00:40:00-05:00,0.0,-0.3571939,-3.982752,-20.96052,-0.02682348,-0.008252809,398.063,9665,0.456,0.448,117.4,-173.0,23.12,,35.32,0.0,0.0,2522.0,18.71,19.83,19.76,54.42,-0.461,-0.224,-0.361,-0.253,0.052,-0.478,5.678,195.8,9.59,7.4,19.4,86.4,99.16267,0.07,0.0,3.494,2.0,-0.933,13.15,0.041,2.081,3.0,1.0,0.0,0.0,11
2015-07-01 00:41:00-05:00,0.0,-0.3571939,-3.982752,-21.36752,-0.028577326,-0.008533708,397.4761,9666,0.473,0.464,117.4,-172.8,23.12,,35.32,0.0,0.1,2521.0,18.71,19.8,19.77,54.42,-0.456,-0.225,-0.361,-0.25,0.031,-0.477,5.488,193.5,15.44,7.7,19.38,86.3,99.16899,0.06,0.0,3.495,2.0,-1.0,13.15,-0.015,2.081,3.0,1.0,0.0,0.001,11
2015-07-01 00:42:00-05:00,0.0,-0.3571939,-3.982752,-21.16402,-0.027442485,-0.008157304,397.5693,9667,0.489,0.481,117.4,-172.5,23.12,,35.32,0.0,0.0,2521.0,18.7,19.78,19.76,54.4,-0.457,-0.224,-0.338,-0.287,0.039,-0.478,4.42,188.4,13.6,5.9,19.33,86.2,99.17466,0.03,0.0,3.495,2.0,-1.0,13.15,0.002,2.08,3.0,1.0,0.0,0.001,11
2015-07-01 00:43:00-05:00,0.0,-0.3571939,-3.982752,-21.36752,-0.02568864,-0.008280898,397.3618,9668,0.506,0.498,117.3,-172.3,23.12,,35.32,0.0,0.0,2520.0,18.68,19.78,19.76,54.39,-0.457,-0.224,-0.336,-0.254,0.03,-0.48,5.32,187.9,13.33,7.5,19.31,86.3,99.17733,0.06,0.0,3.495,2.0,-1.0,13.15,0.005,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:44:00-05:00,0.0,-0.3571939,-3.982752,-22.385021,-0.026513979,-0.008376405,396.32425,9669,0.523,0.514,117.3,-172.0,23.12,,35.31,0.0,0.1,2520.0,18.66,19.78,19.75,54.37,-0.453,-0.22,-0.332,-0.267,0.034,-0.474,5.737,191.1,9.14,8.4,19.3,85.7,99.18467,0.06,0.0,3.495,2.0,-1.0,13.15,0.006,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:45:00-05:00,0.12480188,-0.3571939,-3.982752,-23.402523,-0.02764882,-0.007904494,395.1151,9670,0.539,0.531,117.3,-171.8,23.12,,35.31,0.0,0.0,2520.0,18.61,19.75,19.73,54.36,-0.468,-0.22,-0.349,-0.25,0.038,-0.474,5.273,194.3,16.63,8.3,19.23,85.5,99.188,0.07,0.0,3.495,2.0,-1.0,13.15,0.007,2.08,3.0,1.0,0.0,0.0,11
2015-07-01 00:46:00-05:00,0.12480188,-0.3571939,-3.982752,-23.402523,-0.02764882,-0.00755618,395.00085,9671,0.556,0.548,117.3,-171.5,23.12,,35.3,0.0,0.1,2522.0,18.58,19.73,19.7,54.33,-0.477,-0.227,-0.36,-0.254,0.023,-0.481,5.052,193.6,13.78,7.9,19.2,86.1,99.18884,0.03,0.0,3.495,2.0,-1.0,13.15,0.045,2.083,3.0,1.0,0.0,0.0,11
2015-07-01 00:47:00-05:00,0.24960376,-0.3571939,-4.195165,-23.402523,-0.02537914,-0.008410112,394.8864,9672,0.573,0.564,117.2,-171.2,23.12,,35.28,0.0,0.0,2519.0,18.53,19.71,19.66,54.31,-0.465,-0.223,-0.361,-0.255,0.027,-0.482,4.813,196.1,16.29,6.5,19.12,85.3,99.18183,0.04,0.0,3.495,2.0,-1.0,13.15,-0.025,2.081,3.0,1.0,0.0,0.001,11
2015-07-01 00:48:00-05:00,0.37440565,-0.3571939,-4.195165,-22.995522,-0.02537914,-0.008438203,395.13007,9673,0.589,0.581,117.2,-171.0,23.12,,35.28,0.0,0.0,2523.0,18.49,19.68,19.65,54.28,-0.484,-0.23,-0.357,-0.262,0.022,-0.487,3.868,181.4,13.09,6.0,19.1,85.4,99.172,0.03,0.0,3.494,2.0,-1.0,13.15,0.055,2.084,3.0,1.0,0.0,0.001,11
2015-07-01 00:49:00-05:00,0.37440565,-0.3571939,-4.301372,-22.385021,-0.02764882,-0.008348314,395.7526,9674,0.606,0.598,117.2,-170.7,23.12,,35.28,0.0,0.0,2522.0,18.44,19.68,19.61,54.25,-0.466,-0.233,-0.36,-0.269,0.021,-0.487,4.312,184.7,16.87,6.1,19.01,85.1,99.16299,0.06,0.0,3.494,2.0,-1.0,13.15,-0.002,2.084,3.0,1.0,0.0,0.001,11
2015-07-01 00:50:00-05:00,0.37440565,-0.3571939,-4.301372,-21.57102,-0.02682348,-0.008280898,396.35406,9675,0.623,0.614,117.1,-170.5,23.12,,35.28,0.0,0.1,2519.0,18.38,19.64,19.57,54.22,-0.476,-0.237,-0.362,-0.271,0.018,-0.491,4.547,188.9,12.86,6.2,19.0,85.0,99.16,0.11,0.0,3.494,2.0,-1.0,13.15,-0.02,2.08,3.0,1.0,0.0,0.001,11
2015-07-01 00:51:00-05:00,0.37440565,-0.3571939,-4.195165,-20.757019,-0.02537914,-0.008095506,397.01312,9676,0.639,0.631,117.1,-170.2,23.12,,35.27,0.0,0.0,2518.0,18.32,19.61,19.54,54.19,-0.472,-0.235,-0.362,-0.275,0.019,-0.489,3.425,187.8,18.1,5.2,18.92,84.7,99.16016,0.1,0.0,3.495,2.0,-1.0,13.15,-0.001,2.08,3.0,1.0,0.0,0.001,11
2015-07-01 00:52:00-05:00,0.37440565,-0.3571939,-4.301372,-20.146519,-0.02537914,-0.008123595,397.4073,9677,0.656,0.648,117.1,-170.0,23.12,,35.24,0.0,0.1,2523.0,18.26,19.57,19.5,54.14,-0.467,-0.23,-0.376,-0.268,0.022,-0.484,4.48,194.7,12.1,7.4,18.9,84.8,99.16233,0.08,0.0,3.495,2.0,-1.0,13.15,0.072,2.086,3.0,1.0,0.0,0.001,11
2015-07-01 00:53:00-05:00,0.37440565,-0.3571939,-4.0889587,-19.943018,-0.02568864,-0.0073988764,397.3865,9678,0.673,0.664,117.0,-169.7,23.12,,35.24,0.0,0.1,2519.0,18.22,19.53,19.44,54.11,-0.421,-0.228,-0.36,-0.271,0.14,-0.483,4.653,191.4,11.86,6.7,18.9,84.7,99.16982,0.13,0.0,3.495,2.0,-1.0,13.15,-0.01,2.086,3.0,1.0,0.0,0.001,11
2015-07-01 00:54:00-05:00,0.37440565,-0.3571939,-3.982752,-19.943018,-0.02537914,-0.0076516853,397.1014,9679,0.689,0.681,117.0,-169.4,23.12,,35.24,0.0,0.0,2516.0,18.17,19.48,19.4,54.05,-0.462,-0.225,-0.375,-0.267,0.03,-0.479,3.753,191.4,9.68,4.9,18.9,85.5,99.17367,0.13,0.0,3.495,2.0,-1.0,13.15,-0.021,2.08,3.0,1.0,0.0,0.001,11
2015-07-01 00:55:00-05:00,0.12480188,-0.3571939,-3.982752,-20.55352,-0.022180956,-0.007308989,396.36478,9680,0.706,0.698,117.0,-169.2,23.12,,35.24,0.0,0.1,2515.0,18.14,19.46,19.35,54.01,-0.471,-0.225,-0.365,-0.259,0.029,-0.481,3.617,203.7,18.72,5.1,18.82,85.8,99.17516,0.12,0.0,3.495,2.0,-1.0,13.15,-0.002,2.081,3.0,1.0,0.0,0.001,11
2015-07-01 00:56:00-05:00,0.0,-0.3571939,-3.982752,-21.57102,-0.02568864,-0.007808989,395.09924,9681,0.723,0.714,116.9,-168.9,23.12,,35.24,0.0,0.1,2514.0,18.13,19.42,19.33,53.97,-0.473,-0.226,-0.374,-0.281,0.029,-0.48,3.752,196.6,14.43,5.4,18.8,86.0,99.17949,0.07,0.0,3.494,2.0,-1.0,13.15,0.001,2.082,3.0,1.0,0.0,0.001,11
2015-07-01 00:57:00-05:00,0.0,-0.3571939,-3.982752,-22.588522,-0.028577326,-0.007842697,393.94766,9682,0.739,0.731,116.9,-168.7,23.12,,35.24,0.0,0.1,2515.0,18.09,19.4,19.29,53.94,-0.465,-0.228,-0.374,-0.272,0.026,-0.482,3.732,185.4,10.66,5.0,18.8,86.3,99.18,0.05,0.0,3.495,2.0,-1.0,13.15,0.003,2.081,3.0,1.0,0.0,0.001,11
